Bug_id, Commit Number of Functions, Commit total cyclomatic complexity, Commit total lines of code,Commit token_count,Commit parameters
8db6c32 EvaluationService.java,42.714285714285715,148.28571428571428,580.5714285714286,3731.0,40.857142857142854
